target,annotation,species,status,activity,clone,protein,genePage,uniprot,class,superkingdom,targetRole,batch,community,maxCode,ligandCode,ligandScreenStatus
PsaeA.00203.a,Pyridoxine/pyridoxamine 5-prime-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5-prime-phosphate synthase),Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00203.a,Q9I4S5,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18884.a,Protein TolQ,Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18884.a,P50598,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PlfaA.18896.a,"threonyl-tRNA synthetase; threonine--tRNA ligase, putative",Plasmodium falciparum,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PlfaA.18896.a,Q8IIA4,Aconoidasida,Eukaryota,Potential drug target,CR_44,request,2,,
PsaeA.01062.a,Dihydrofolate reductase (EC 1.5.1.3),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01062.a,Q9I6E3,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.00150.a,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)],Pseudomonas aeruginosa,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00150.a,Q9HT22,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,8,,
PsaeA.18862.a,Uncharacterized protein,Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18862.a,Q9HUH4,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.00096.a,8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase),Pseudomonas aeruginosa,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00096.a,Q9I617,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.00137.c,30S ribosomal protein S4,Pseudomonas aeruginosa,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00137.c,O52759,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18859.a,Uncharacterized protein (HHPRED: serine/threonine kinase),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18859.a,Q9HUF9,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.17053.a,Cell division protein FtsB,Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17053.a,Q9HXZ6,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.18845.a,DNA polymerase III subunit alpha (EC 2.7.7.7),Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18845.a,Q9HXZ1,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.17085.a,"Coproporphyrinogen-III oxidase, aerobic (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)",Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17085.a,P43898,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
MypaA.17065.b,Anti-sigma factor antagonist,Mycobacterium paratuberculosis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.17065.b,Q744G1,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,20,-1,
MypaA.17102.a,Putative uncharacterized protein,Mycobacterium paratuberculosis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MypaA.17102.a,Q744F0,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,5,-1,
MysmA.00145.a,Aspartyl-tRNA synthetase,Mycobacterium smegmatis,in PDB,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00145.a,A0QWN3,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,20,-1,
MysmA.00148.a,Tyrosine recombinase XerD,Mycobacterium smegmatis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00148.a,A0QYQ5,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-1,
MysmA.00148.b,Tyrosine recombinase xerC,Mycobacterium smegmatis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00148.b,A0QVB4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-1,
MysmA.00155.a,ATP-dependent DNA helicase,Mycobacterium smegmatis,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00155.a,A0QTT0,Actinobacteria,Bacteria,Potential drug target,Batch_06,,1,-1,
MysmA.00185.b,Acyl-CoA dehydrogenase family protein,Mycobacterium smegmatis,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00185.b,A0R123,Actinobacteria,Bacteria,Potential drug target,Batch_06,,11,-1,
MysmA.00185.c,Acyl-CoA dehydrogenase,Mycobacterium smegmatis,diffraction,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00185.c,A0QTF4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,11,-2,work stopped
MysmA.00191.a,NADH-quinone oxidoreductase subunit D,Mycobacterium smegmatis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00191.a,A0QU33,Actinobacteria,Bacteria,Potential drug target,Batch_06,,4,-1,
MysmA.00200.a,LAO/AO transport system ATPase,Mycobacterium smegmatis,native diffraction-data,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00200.a,A0R1T8,Actinobacteria,Bacteria,Potential drug target,Batch_06,,12,-1,
MysmA.00247.a,Long-chain specific acyl-CoA dehydrogenase,Mycobacterium smegmatis,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00247.a,A0R2Q5,Actinobacteria,Bacteria,Potential drug target,Batch_06,,11,-1,
MysmA.00247.b,Putative acyl-CoA dehydrogenase,Mycobacterium smegmatis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00247.b,A0R3J1,Actinobacteria,Bacteria,Potential drug target,Batch_06,,20,-1,
MysmA.00247.c,Acyl-CoA dehydrogenase,Mycobacterium smegmatis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00247.c,A0R1Q0,Actinobacteria,Bacteria,Potential drug target,Batch_06,,5,-1,
MysmA.00247.d,Putative acyl-CoA dehydrogenase,Mycobacterium smegmatis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00247.d,A0QUA0,Actinobacteria,Bacteria,Potential drug target,Batch_06,,5,-1,
MysmA.00249.a,Thymidylate synthase,Mycobacterium smegmatis,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00249.a,A0QVR9,Actinobacteria,Bacteria,Potential drug target,Batch_06,interest,8,-1,
MysmA.00277.a,Esterase/lipase/thioesterase,Mycobacterium smegmatis,native diffraction-data,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00277.a,A0R2S8,Actinobacteria,Bacteria,Potential drug target,Batch_06,,12,-1,
MysmA.00277.b,Alpha/beta hydrolase fold,Mycobacterium smegmatis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00277.b,A0QP57,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-1,
MysmA.00277.c,LipW protein,Mycobacterium smegmatis,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00277.c,A0QVG7,Actinobacteria,Bacteria,Potential drug target,Batch_06,,8,-1,
MysmA.00289.a,Deoxyribose-phosphate aldolase,Mycobacterium smegmatis,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00289.a,A0QWW6,Actinobacteria,Bacteria,Potential drug target,Batch_06,,6,-1,
MysmA.00305.a,Enoyl-CoA hydratase/isomerase family protein,Mycobacterium smegmatis,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00305.a,A0QT74,Actinobacteria,Bacteria,Potential drug target,Batch_06,,11,-1,
MysmA.00305.b,Enoyl-CoA hydratase/isomerase,Mycobacterium smegmatis,diffraction,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00305.b,A0QX16,Actinobacteria,Bacteria,Potential drug target,Batch_06,,11,-2,work stopped
MysmA.00309.a,Putative acyl-CoA dehydrogenase,Mycobacterium smegmatis,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00309.a,A0R1P4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,8,-1,
PsaeA.18874.a,Uncharacterized protein,Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18874.a,Q9I740,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17929.a,30S ribosomal protein S19,Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17929.a,Q9HWD9,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.18004.a,Succinate dehydrogenase (A subunit),Pseudomonas aeruginosa,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18004.a,Q9I3D5,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17433.a,Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)],Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17433.a,Q9HUG9,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.17866.b,DNA polymerase III subunit delta-prime (EC 2.7.7.7),Pseudomonas aeruginosa,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17866.b,P52024,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,4,,
PsaeA.18868.a,Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain],Pseudomonas aeruginosa,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18868.a,Q9HUK8,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,4,,
PsaeA.01540.a,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.01540.a,Q9I3D2,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.18844.a,Ribonucleoside-diphosphate reductase (EC 1.17.4.1),Pseudomonas aeruginosa,cloned,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18844.a,Q9I4I1,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,2,,
PsaeA.17241.a,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17241.a,Q9KGU7,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.18708.a,Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),Pseudomonas aeruginosa,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18708.a,Q9HVM4,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,5,,
PsaeA.18858.a,Signal peptidase I (SPase I) (EC 3.4.21.89) (Leader peptidase I),Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18858.a,Q9I5G7,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.17996.a,lipopolysaccharide transport periplasmic protein LptA,Pseudomonas aeruginosa,purified,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17996.a,Q9HVV7,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.18886.a,Lipid A export ATP-binding/permease protein MsbA (EC 3.6.3.-),Pseudomonas aeruginosa,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18886.a,Q9HUG8,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.00045.a,"DNA polymerase III, epsilon chain",Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00045.a,G3XD54,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.17889.a,30S ribosomal protein S13,Pseudomonas aeruginosa,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17889.a,Q9HWF7,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,4,,
PsaeA.18838.b,Uncharacterized protein,Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18838.b,G3XD48,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.00025.a,NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5),Pseudomonas aeruginosa,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.00025.a,Q9HUP3,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,20,,
PsaeA.17937.a,30S ribosomal protein S8,Pseudomonas aeruginosa,selected,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17937.a,Q9HWE9,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,1,,
PsaeA.17879.a,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase),Pseudomonas aeruginosa,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.17879.a,Q9HXZ3,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
PsaeA.18873.a,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7),Pseudomonas aeruginosa,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/PsaeA.18873.a,Q51564,Gammaproteobacteria,Bacteria,Potential drug target,CR_44,request,6,,
MysmA.00309.b,Putative acyl-CoA dehydrogenase,Mycobacterium smegmatis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00309.b,A0QNN0,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-1,
MysmA.00340.a,Enoyl-CoA hydratase,Mycobacterium smegmatis,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00340.a,A0R2Y4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,6,-1,
MysmA.00358.a,Enoyl-CoA hydratase,Mycobacterium smegmatis,crystallized,work stopped,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00358.a,A0QY83,Actinobacteria,Bacteria,Potential drug target,Batch_06,,8,-2,work stopped
MysmA.00358.b,Enoyl-CoA hydratase/isomerase family protein,Mycobacterium smegmatis,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00358.b,A0QZG8,Actinobacteria,Bacteria,Potential drug target,Batch_06,,11,-1,
MysmA.00358.c,Enoyl-CoA hydratase,Mycobacterium smegmatis,diffraction,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00358.c,A0QZM2,Actinobacteria,Bacteria,Potential drug target,Batch_06,,11,-1,
MysmA.00358.d,Enoyl-CoA hydratase/isomerase family protein,Mycobacterium smegmatis,native diffraction-data,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00358.d,A0R1J4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,12,-1,
MysmA.00358.i,Enoyl-CoA hydratase,Mycobacterium smegmatis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00358.i,A0QS86,Actinobacteria,Bacteria,Potential drug target,Batch_06,,20,-1,
MysmA.00358.j,Enoyl-CoA hydratase,Mycobacterium smegmatis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00358.j,A0QST4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,20,-1,
MysmA.00358.k,Enoyl-CoA hydratase/isomerase family protein,Mycobacterium smegmatis,purified,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00358.k,A0QUI7,Actinobacteria,Bacteria,Potential drug target,Batch_06,,6,-1,
MysmA.00358.l,Enoyl-CoA hydratase,Mycobacterium smegmatis,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00358.l,A0R4Y9,Actinobacteria,Bacteria,Potential drug target,Batch_06,,8,-1,
MysmA.00386.a,Enoyl-CoA hydratase,Mycobacterium smegmatis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00386.a,A0QS88,Actinobacteria,Bacteria,Potential drug target,Batch_06,,20,-1,
MysmA.00391.a,Dehydrogenase/reductase SDR family protein member 10,Mycobacterium smegmatis,crystallized,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00391.a,A0QVD4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,8,-1,
MysmA.00391.b,Short chain dehydrogenase,Mycobacterium smegmatis,in PDB,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00391.b,A0QVJ7,Actinobacteria,Bacteria,Potential drug target,Batch_06,,20,-1,
MysmA.00391.c,3-oxoacyl-[acyl-carrier-protein] reductase,Mycobacterium smegmatis,purified,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00391.c,A0QYY4,Actinobacteria,Bacteria,Potential drug target,Batch_06,,6,-1,
MysmA.00416.a,Molybdenum import ATP-binding protein ModC,Mycobacterium smegmatis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00416.a,A0QTZ0,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-1,
MysmA.00441.a,Pyruvate dehydrogenase E1 component subunit beta,Mycobacterium smegmatis,cloned,active,Not available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00441.a,A0R1D3,Actinobacteria,Bacteria,Potential drug target,Batch_06,,2,-1,
MysmA.00448.a,Probable nicotinate-nucleotide adenylyltransferase,Mycobacterium smegmatis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00448.a,A0R112,Actinobacteria,Bacteria,Potential drug target,Batch_06,,5,-1,
MysmA.00458.a,Acyl-CoA thioesterase,Mycobacterium smegmatis,soluble,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00458.a,A0QYW7,Actinobacteria,Bacteria,Potential drug target,Batch_06,,5,-1,
MysmA.00471.a,Putative HpcE protein,Mycobacterium smegmatis,native diffraction-data,active,Available,Available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00471.a,A0QTY3,Actinobacteria,Bacteria,Potential drug target,Batch_06,,12,-1,
MysmA.00471.b,Fumarylacetoacetate hydrolase family protein,Mycobacterium smegmatis,expressed,active,Available,Not available,https://apps.sbri.org/SSGCIDTargetStatus/Target/MysmA.00471.b,A0QU69,Actinobacteria,Bacteria,Potential drug target,Batch_06,,4,-1,
